instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type
15195,30-09-2012,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0,14,43,57,test
15196,30-09-2012,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144,test
15197,30-09-2012,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285,test
15198,30-09-2012,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479,test
15199,30-09-2012,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591,test
15200,30-09-2012,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680,test
15201,30-09-2012,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594,test
15202,30-09-2012,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612,test
15203,30-09-2012,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649,test
15204,30-09-2012,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648,test
15205,30-09-2012,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575,test
15206,30-09-2012,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401,test
15207,30-09-2012,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257,test
15208,30-09-2012,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194,test
15209,30-09-2012,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0,19,104,123,test
15210,30-09-2012,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0,15,76,91,test
15211,30-09-2012,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57,test
15668,20-10-2012,4,1,10,0,0,6,0,1,0.46,0.4545,0.82,0.1343,13,110,123,test
15669,20-10-2012,4,1,10,1,0,6,0,1,0.46,0.4545,0.72,0.1343,2,93,95,test
15670,20-10-2012,4,1,10,2,0,6,0,1,0.44,0.4394,0.77,0.1045,9,69,78,test
15671,20-10-2012,4,1,10,3,0,6,0,1,0.42,0.4242,0.77,0.1343,2,27,29,test
15672,20-10-2012,4,1,10,4,0,6,0,1,0.44,0.4394,0.72,0,9,9,18,test
15673,20-10-2012,4,1,10,5,0,6,0,1,0.4,0.4091,0.82,0,6,7,13,test
15674,20-10-2012,4,1,10,6,0,6,0,1,0.42,0.4242,0.71,0,5,26,31,test
15675,20-10-2012,4,1,10,7,0,6,0,1,0.4,0.4091,0.82,0,6,59,65,test
15676,20-10-2012,4,1,10,8,0,6,0,1,0.46,0.4545,0.67,0.1343,29,164,193,test
15677,20-10-2012,4,1,10,9,0,6,0,1,0.5,0.4848,0.59,0.1343,106,257,363,test
15678,20-10-2012,4,1,10,10,0,6,0,1,0.52,0.5,0.52,0.1343,111,312,423,test
15679,20-10-2012,4,1,10,11,0,6,0,1,0.54,0.5152,0.52,0.2239,204,408,612,test
15680,20-10-2012,4,1,10,12,0,6,0,1,0.56,0.5303,0.46,0.1045,267,436,703,test
15681,20-10-2012,4,1,10,13,0,6,0,1,0.56,0.5303,0.43,0.1642,273,441,714,test
15682,20-10-2012,4,1,10,14,0,6,0,1,0.56,0.5303,0.4,0,335,376,711,test
15683,20-10-2012,4,1,10,15,0,6,0,1,0.56,0.5303,0.43,0,308,403,711,test
15684,20-10-2012,4,1,10,16,0,6,0,1,0.54,0.5152,0.42,0.2836,325,366,691,test
15685,20-10-2012,4,1,10,17,0,6,0,1,0.54,0.5152,0.37,0.2239,347,384,731,test
15686,20-10-2012,4,1,10,18,0,6,0,1,0.52,0.5,0.39,0.2239,165,356,521,test
15687,20-10-2012,4,1,10,19,0,6,0,1,0.5,0.4848,0.45,0.1343,77,268,345,test
15688,20-10-2012,4,1,10,20,0,6,0,1,0.5,0.4848,0.39,0.2239,61,198,259,test
15689,20-10-2012,4,1,10,21,0,6,0,1,0.46,0.4545,0.47,0.2239,72,224,296,test
15690,20-10-2012,4,1,10,22,0,6,0,1,0.44,0.4394,0.51,0.1045,47,155,202,test
15691,20-10-2012,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0,27,136,163,test
15692,21-10-2012,4,1,10,0,0,0,0,1,0.44,0.4394,0.54,0.1642,35,119,154,test
15693,21-10-2012,4,1,10,1,0,0,0,1,0.42,0.4242,0.58,0.2239,20,97,117,test
15694,21-10-2012,4,1,10,2,0,0,0,1,0.4,0.4091,0.62,0.1642,44,88,132,test
15695,21-10-2012,4,1,10,3,0,0,0,1,0.38,0.3939,0.66,0.0896,12,29,41,test
15696,21-10-2012,4,1,10,4,0,0,0,1,0.36,0.3485,0.71,0.1642,8,13,21,test
15697,21-10-2012,4,1,10,5,0,0,0,1,0.38,0.3939,0.66,0.0896,6,4,10,test
15698,21-10-2012,4,1,10,6,0,0,0,1,0.4,0.4091,0.62,0,8,18,26,test
15699,21-10-2012,4,1,10,7,0,0,0,1,0.4,0.4091,0.62,0,13,43,56,test
15700,21-10-2012,4,1,10,8,0,0,0,1,0.42,0.4242,0.67,0,39,104,143,test
15701,21-10-2012,4,1,10,9,0,0,0,1,0.46,0.4545,0.55,0.1642,77,192,269,test
15702,21-10-2012,4,1,10,10,0,0,0,1,0.5,0.4848,0.48,0.2985,167,276,443,test
15703,21-10-2012,4,1,10,11,0,0,0,1,0.52,0.5,0.44,0.3284,191,356,547,test
15704,21-10-2012,4,1,10,12,0,0,0,1,0.54,0.5152,0.39,0.3284,236,439,675,test
15705,21-10-2012,4,1,10,13,0,0,0,1,0.56,0.5303,0.37,0.2537,243,383,626,test
15706,21-10-2012,4,1,10,14,0,0,0,1,0.56,0.5303,0.35,0.194,235,405,640,test
15707,21-10-2012,4,1,10,15,0,0,0,1,0.56,0.5303,0.35,0.3284,240,383,623,test
15708,21-10-2012,4,1,10,16,0,0,0,1,0.54,0.5152,0.37,0.2239,182,409,591,test
15709,21-10-2012,4,1,10,17,0,0,0,1,0.52,0.5,0.39,0.2537,153,338,491,test
15710,21-10-2012,4,1,10,18,0,0,0,1,0.52,0.5,0.39,0.194,71,342,413,test
15711,21-10-2012,4,1,10,19,0,0,0,1,0.5,0.4848,0.42,0.1642,50,216,266,test
15712,21-10-2012,4,1,10,20,0,0,0,1,0.48,0.4697,0.44,0.194,35,160,195,test
15713,21-10-2012,4,1,10,21,0,0,0,1,0.42,0.4242,0.54,0.1642,42,124,166,test
15714,21-10-2012,4,1,10,22,0,0,0,1,0.42,0.4242,0.54,0,18,95,113,test
15715,21-10-2012,4,1,10,23,0,0,0,1,0.44,0.4394,0.54,0,7,59,66,test
15716,22-10-2012,4,1,10,0,0,1,1,1,0.4,0.4091,0.62,0,3,28,31,test
15717,22-10-2012,4,1,10,1,0,1,1,1,0.4,0.4091,0.71,0,0,11,11,test
15718,22-10-2012,4,1,10,2,0,1,1,1,0.38,0.3939,0.71,0,1,4,5,test
15719,22-10-2012,4,1,10,3,0,1,1,1,0.4,0.4091,0.62,0,1,5,6,test
15720,22-10-2012,4,1,10,4,0,1,1,1,0.38,0.3939,0.66,0,1,6,7,test
15721,22-10-2012,4,1,10,5,0,1,1,1,0.38,0.3939,0.76,0.0896,2,44,46,test
15722,22-10-2012,4,1,10,6,0,1,1,1,0.36,0.3636,0.76,0.0896,4,140,144,test
15723,22-10-2012,4,1,10,7,0,1,1,1,0.38,0.3939,0.66,0.0896,15,437,452,test
15724,22-10-2012,4,1,10,8,0,1,1,1,0.44,0.4394,0.67,0,32,696,728,test
15725,22-10-2012,4,1,10,9,0,1,1,1,0.46,0.4545,0.63,0.0896,25,335,360,test
15726,22-10-2012,4,1,10,10,0,1,1,1,0.5,0.4848,0.55,0,51,161,212,test
15727,22-10-2012,4,1,10,11,0,1,1,1,0.56,0.5303,0.37,0.1642,63,148,211,test
15728,22-10-2012,4,1,10,12,0,1,1,1,0.58,0.5455,0.35,0,52,231,283,test
15729,22-10-2012,4,1,10,13,0,1,1,1,0.62,0.6212,0.29,0.1642,88,227,315,test
15730,22-10-2012,4,1,10,14,0,1,1,1,0.62,0.6061,0.27,0.194,73,209,282,test
15731,22-10-2012,4,1,10,15,0,1,1,1,0.64,0.6212,0.29,0.1642,74,222,296,test
15732,22-10-2012,4,1,10,16,0,1,1,1,0.62,0.6212,0.33,0.1642,80,444,524,test
15733,22-10-2012,4,1,10,17,0,1,1,1,0.62,0.6212,0.33,0.1045,84,838,922,test
15734,22-10-2012,4,1,10,18,0,1,1,1,0.54,0.5152,0.64,0.1045,60,726,786,test
15735,22-10-2012,4,1,10,19,0,1,1,1,0.52,0.5,0.52,0.1045,36,478,514,test
15736,22-10-2012,4,1,10,20,0,1,1,1,0.5,0.4848,0.59,0.1045,21,382,403,test
15737,22-10-2012,4,1,10,21,0,1,1,1,0.48,0.4697,0.67,0.0896,19,155,174,test
15738,22-10-2012,4,1,10,22,0,1,1,1,0.46,0.4545,0.82,0.1343,25,158,183,test
15739,22-10-2012,4,1,10,23,0,1,1,1,0.46,0.4545,0.82,0.1045,20,143,163,test
15740,23-10-2012,4,1,10,0,0,2,1,1,0.46,0.4545,0.88,0.1642,5,32,37,test
15741,23-10-2012,4,1,10,1,0,2,1,1,0.46,0.4545,0.77,0.1642,1,16,17,test
15742,23-10-2012,4,1,10,2,0,2,1,1,0.44,0.4394,0.88,0.1343,1,6,7,test
15743,23-10-2012,4,1,10,3,0,2,1,1,0.44,0.4394,0.77,0.1343,0,1,1,test
15744,23-10-2012,4,1,10,4,0,2,1,1,0.42,0.4242,0.77,0.1045,1,6,7,test
15745,23-10-2012,4,1,10,5,0,2,1,1,0.44,0.4394,0.77,0.0896,1,49,50,test
15746,23-10-2012,4,1,10,6,0,2,1,1,0.4,0.4091,0.82,0.0896,6,152,158,test
15747,23-10-2012,4,1,10,7,0,2,1,2,0.44,0.4394,0.77,0.1045,12,519,531,test
15748,23-10-2012,4,1,10,8,0,2,1,2,0.46,0.4545,0.72,0.0896,28,733,761,test
15749,23-10-2012,4,1,10,9,0,2,1,2,0.5,0.4848,0.72,0.1045,29,305,334,test
15750,23-10-2012,4,1,10,10,0,2,1,1,0.54,0.5152,0.6,0,50,171,221,test
15751,23-10-2012,4,1,10,11,0,2,1,1,0.6,0.6212,0.53,0,52,201,253,test
15752,23-10-2012,4,1,10,12,0,2,1,2,0.62,0.6212,0.46,0.0896,80,298,378,test
15753,23-10-2012,4,1,10,13,0,2,1,2,0.64,0.6212,0.44,0,59,244,303,test
15754,23-10-2012,4,1,10,14,0,2,1,1,0.68,0.6364,0.41,0.1642,67,229,296,test
15755,23-10-2012,4,1,10,15,0,2,1,1,0.68,0.6364,0.41,0.2239,76,270,346,test
15756,23-10-2012,4,1,10,16,0,2,1,1,0.68,0.6364,0.44,0.0896,108,433,541,test
15757,23-10-2012,4,1,10,17,0,2,1,1,0.68,0.6364,0.41,0,67,871,938,test
15758,23-10-2012,4,1,10,18,0,2,1,1,0.62,0.6212,0.53,0.0896,64,762,826,test
15759,23-10-2012,4,1,10,19,0,2,1,1,0.62,0.6212,0.57,0.0896,25,457,482,test
15760,23-10-2012,4,1,10,20,0,2,1,1,0.58,0.5455,0.64,0.1343,45,334,379,test
15761,23-10-2012,4,1,10,21,0,2,1,1,0.56,0.5303,0.68,0,35,260,295,test
15762,23-10-2012,4,1,10,22,0,2,1,1,0.56,0.5303,0.68,0.1045,20,174,194,test
15763,23-10-2012,4,1,10,23,0,2,1,1,0.54,0.5152,0.73,0.1045,9,102,111,test
15764,24-10-2012,4,1,10,0,0,3,1,1,0.54,0.5152,0.73,0.0896,7,39,46,test
15765,24-10-2012,4,1,10,1,0,3,1,1,0.54,0.5152,0.68,0,4,23,27,test
15766,24-10-2012,4,1,10,2,0,3,1,1,0.54,0.5152,0.68,0,0,6,6,test
15767,24-10-2012,4,1,10,3,0,3,1,1,0.5,0.4848,0.77,0.0896,0,4,4,test
15768,24-10-2012,4,1,10,4,0,3,1,1,0.5,0.4848,0.77,0.0896,1,5,6,test
15769,24-10-2012,4,1,10,5,0,3,1,1,0.5,0.4848,0.82,0,1,52,53,test
15770,24-10-2012,4,1,10,6,0,3,1,1,0.48,0.4697,0.82,0.1045,11,162,173,test
15771,24-10-2012,4,1,10,7,0,3,1,1,0.5,0.4848,0.88,0.0896,20,506,526,test
15772,24-10-2012,4,1,10,8,0,3,1,2,0.52,0.5,0.83,0.1045,24,777,801,test
15773,24-10-2012,4,1,10,9,0,3,1,2,0.52,0.5,0.77,0.0896,24,349,373,test
15774,24-10-2012,4,1,10,10,0,3,1,2,0.54,0.5152,0.73,0,29,142,171,test
15775,24-10-2012,4,1,10,11,0,3,1,1,0.58,0.5455,0.64,0,47,189,236,test
15776,24-10-2012,4,1,10,12,0,3,1,1,0.62,0.6061,0.61,0.0896,48,268,316,test
15777,24-10-2012,4,1,10,13,0,3,1,1,0.66,0.6212,0.54,0,65,241,306,test
15778,24-10-2012,4,1,10,14,0,3,1,1,0.74,0.6515,0.3,0.2537,64,237,301,test
15779,24-10-2012,4,1,10,15,0,3,1,1,0.7,0.6364,0.39,0.1045,63,245,308,test
15780,24-10-2012,4,1,10,16,0,3,1,1,0.74,0.6515,0.33,0.1343,67,465,532,test
15781,24-10-2012,4,1,10,17,0,3,1,1,0.66,0.6212,0.47,0,87,876,963,test
15782,24-10-2012,4,1,10,18,0,3,1,1,0.66,0.6212,0.44,0,63,795,858,test
15783,24-10-2012,4,1,10,19,0,3,1,2,0.64,0.6212,0.53,0.0896,50,522,572,test
15784,24-10-2012,4,1,10,20,0,3,1,2,0.62,0.6061,0.61,0.0896,45,396,441,test
15785,24-10-2012,4,1,10,21,0,3,1,2,0.62,0.6061,0.61,0.1045,33,280,313,test
15786,24-10-2012,4,1,10,22,0,3,1,2,0.6,0.6061,0.64,0.1343,30,208,238,test
15787,24-10-2012,4,1,10,23,0,3,1,2,0.58,0.5455,0.68,0.0896,12,111,123,test
15788,25-10-2012,4,1,10,0,0,4,1,2,0.6,0.6061,0.64,0.1045,19,57,76,test
15789,25-10-2012,4,1,10,1,0,4,1,1,0.58,0.5455,0.68,0,6,22,28,test
15790,25-10-2012,4,1,10,2,0,4,1,1,0.54,0.5152,0.77,0,3,15,18,test
15791,25-10-2012,4,1,10,3,0,4,1,2,0.52,0.5,0.88,0.1343,0,8,8,test
15792,25-10-2012,4,1,10,4,0,4,1,2,0.52,0.5,0.88,0.1045,1,4,5,test
15793,25-10-2012,4,1,10,5,0,4,1,2,0.52,0.5,0.88,0.1642,2,53,55,test
15794,25-10-2012,4,1,10,6,0,4,1,2,0.52,0.5,0.88,0.194,3,168,171,test
15795,25-10-2012,4,1,10,7,0,4,1,2,0.52,0.5,0.88,0.194,18,477,495,test
15796,25-10-2012,4,1,10,8,0,4,1,2,0.52,0.5,0.83,0.1642,33,746,779,test
15797,25-10-2012,4,1,10,9,0,4,1,2,0.52,0.5,0.83,0.194,23,320,343,test
15798,25-10-2012,4,1,10,10,0,4,1,2,0.54,0.5152,0.83,0.1343,53,172,225,test
15799,25-10-2012,4,1,10,11,0,4,1,2,0.54,0.5152,0.83,0.1045,57,181,238,test
15800,25-10-2012,4,1,10,12,0,4,1,2,0.56,0.5303,0.78,0.1045,61,258,319,test
15801,25-10-2012,4,1,10,13,0,4,1,2,0.56,0.5303,0.78,0,49,264,313,test
15802,25-10-2012,4,1,10,14,0,4,1,1,0.6,0.5909,0.73,0.1343,71,214,285,test
15803,25-10-2012,4,1,10,15,0,4,1,1,0.62,0.6061,0.65,0.1343,63,242,305,test
15804,25-10-2012,4,1,10,16,0,4,1,1,0.6,0.5909,0.69,0.1642,92,407,499,test
15805,25-10-2012,4,1,10,17,0,4,1,1,0.6,0.5909,0.69,0.1642,112,774,886,test
15806,25-10-2012,4,1,10,18,0,4,1,1,0.56,0.5303,0.83,0.1045,77,732,809,test
15807,25-10-2012,4,1,10,19,0,4,1,1,0.54,0.5152,0.83,0.194,45,497,542,test
15808,25-10-2012,4,1,10,20,0,4,1,2,0.52,0.5,0.88,0.1343,28,319,347,test
15809,25-10-2012,4,1,10,21,0,4,1,2,0.52,0.5,0.88,0.1343,24,247,271,test
15810,25-10-2012,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.0896,22,185,207,test
15811,25-10-2012,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.1343,13,122,135,test
15812,26-10-2012,4,1,10,0,0,5,1,2,0.54,0.5152,0.77,0,6,65,71,test
15813,26-10-2012,4,1,10,1,0,5,1,2,0.52,0.5,0.88,0.0896,4,32,36,test
15814,26-10-2012,4,1,10,2,0,5,1,2,0.52,0.5,0.88,0.1045,4,15,19,test
15815,26-10-2012,4,1,10,3,0,5,1,2,0.52,0.5,0.88,0.1642,5,8,13,test
15816,26-10-2012,4,1,10,4,0,5,1,2,0.52,0.5,0.88,0.1642,1,4,5,test
15817,26-10-2012,4,1,10,5,0,5,1,2,0.52,0.5,0.88,0.1045,3,47,50,test
15818,26-10-2012,4,1,10,6,0,5,1,2,0.52,0.5,0.88,0.0896,2,142,144,test
15819,26-10-2012,4,1,10,7,0,5,1,2,0.52,0.5,0.88,0.1045,13,408,421,test
15820,26-10-2012,4,1,10,8,0,5,1,2,0.54,0.5152,0.88,0.1343,20,714,734,test
15821,26-10-2012,4,1,10,9,0,5,1,2,0.54,0.5152,0.88,0.1343,56,347,403,test
15822,26-10-2012,4,1,10,10,0,5,1,2,0.54,0.5152,0.88,0.1045,41,156,197,test
15823,26-10-2012,4,1,10,11,0,5,1,2,0.56,0.5303,0.78,0.1642,68,222,290,test
15824,26-10-2012,4,1,10,12,0,5,1,2,0.58,0.5455,0.73,0.194,90,302,392,test
15825,26-10-2012,4,1,10,13,0,5,1,2,0.58,0.5455,0.68,0.1343,77,260,337,test
15826,26-10-2012,4,1,10,14,0,5,1,2,0.6,0.6061,0.64,0.1343,99,252,351,test
15827,26-10-2012,4,1,10,15,0,5,1,2,0.62,0.6061,0.61,0.1045,142,306,448,test
15828,26-10-2012,4,1,10,16,0,5,1,2,0.58,0.5455,0.73,0.1642,137,445,582,test
15829,26-10-2012,4,1,10,17,0,5,1,2,0.56,0.5303,0.76,0.194,125,692,817,test
15830,26-10-2012,4,1,10,18,0,5,1,2,0.56,0.5303,0.78,0.1343,81,584,665,test
15831,26-10-2012,4,1,10,19,0,5,1,2,0.54,0.5152,0.83,0.1642,72,399,471,test
15832,26-10-2012,4,1,10,20,0,5,1,2,0.54,0.5152,0.83,0.1642,40,271,311,test
15833,26-10-2012,4,1,10,21,0,5,1,2,0.54,0.5152,0.77,0.1343,40,252,292,test
15834,26-10-2012,4,1,10,22,0,5,1,2,0.52,0.5,0.83,0.1343,37,180,217,test
15835,26-10-2012,4,1,10,23,0,5,1,1,0.52,0.5,0.83,0.1642,19,159,178,test
15836,27-10-2012,4,1,10,0,0,6,0,1,0.5,0.4848,0.88,0.1343,10,132,142,test
15837,27-10-2012,4,1,10,1,0,6,0,2,0.5,0.4848,0.88,0.1343,23,123,146,test
15838,27-10-2012,4,1,10,2,0,6,0,2,0.5,0.4848,0.88,0.194,19,71,90,test
15839,27-10-2012,4,1,10,3,0,6,0,1,0.5,0.4848,0.88,0.1642,5,21,26,test
15840,27-10-2012,4,1,10,4,0,6,0,2,0.5,0.4848,0.88,0.1642,1,12,13,test
15841,27-10-2012,4,1,10,5,0,6,0,2,0.5,0.4848,0.82,0.194,2,7,9,test
15842,27-10-2012,4,1,10,6,0,6,0,2,0.5,0.4848,0.82,0.194,2,29,31,test
15843,27-10-2012,4,1,10,7,0,6,0,1,0.48,0.4697,0.83,0.194,7,79,86,test
15844,27-10-2012,4,1,10,8,0,6,0,1,0.5,0.4848,0.77,0.2537,26,187,213,test
15845,27-10-2012,4,1,10,9,0,6,0,1,0.5,0.4848,0.77,0.2537,88,240,328,test
15846,27-10-2012,4,1,10,10,0,6,0,1,0.54,0.5152,0.73,0.2836,165,314,479,test
15847,27-10-2012,4,1,10,11,0,6,0,1,0.56,0.5303,0.64,0.2836,197,388,585,test
15848,27-10-2012,4,1,10,12,0,6,0,1,0.6,0.6212,0.53,0.2537,264,404,668,test
15849,27-10-2012,4,1,10,13,0,6,0,1,0.6,0.6212,0.43,0.2537,310,450,760,test
15850,27-10-2012,4,1,10,14,0,6,0,1,0.6,0.6212,0.46,0.2537,325,425,750,test
15851,27-10-2012,4,1,10,15,0,6,0,2,0.56,0.5303,0.6,0.2836,310,401,711,test
15852,27-10-2012,4,1,10,16,0,6,0,2,0.56,0.5303,0.64,0.2836,257,355,612,test
15853,27-10-2012,4,1,10,17,0,6,0,2,0.56,0.5303,0.64,0.2836,248,370,618,test
15854,27-10-2012,4,1,10,18,0,6,0,2,0.56,0.5303,0.64,0.2836,138,318,456,test
15855,27-10-2012,4,1,10,19,0,6,0,2,0.52,0.5,0.72,0.2239,67,233,300,test
15856,27-10-2012,4,1,10,20,0,6,0,2,0.52,0.5,0.72,0.2239,58,238,296,test
15857,27-10-2012,4,1,10,21,0,6,0,2,0.52,0.5,0.72,0.2239,49,160,209,test
15858,27-10-2012,4,1,10,22,0,6,0,2,0.52,0.5,0.72,0.2537,41,116,157,test
15859,27-10-2012,4,1,10,23,0,6,0,2,0.52,0.5,0.68,0.3881,31,136,167,test
15860,28-10-2012,4,1,10,0,0,0,0,3,0.52,0.5,0.68,0.2985,20,97,117,test
15861,28-10-2012,4,1,10,1,0,0,0,2,0.5,0.4848,0.72,0.2836,22,111,133,test
15862,28-10-2012,4,1,10,2,0,0,0,2,0.5,0.4848,0.68,0.2985,17,99,116,test
15863,28-10-2012,4,1,10,3,0,0,0,2,0.5,0.4848,0.63,0.3284,18,61,79,test
15864,28-10-2012,4,1,10,4,0,0,0,2,0.5,0.4848,0.63,0.3582,1,19,20,test
15865,28-10-2012,4,1,10,5,0,0,0,2,0.5,0.4848,0.63,0.2985,6,22,28,test
15866,28-10-2012,4,1,10,6,0,0,0,2,0.5,0.4848,0.59,0.3284,7,32,39,test
15867,28-10-2012,4,1,10,7,0,0,0,2,0.5,0.4848,0.59,0.2985,17,48,65,test
15868,28-10-2012,4,1,10,8,0,0,0,2,0.5,0.4848,0.59,0.5522,55,118,173,test
15869,28-10-2012,4,1,10,9,0,0,0,2,0.5,0.4848,0.55,0.4179,124,206,330,test
15870,28-10-2012,4,1,10,10,0,0,0,2,0.48,0.4697,0.51,0.4179,120,314,434,test
15871,28-10-2012,4,1,10,11,0,0,0,2,0.5,0.4848,0.51,0.3881,110,352,462,test
15872,28-10-2012,4,1,10,12,0,0,0,2,0.48,0.4697,0.59,0.4925,118,373,491,test
15873,28-10-2012,4,1,10,13,0,0,0,2,0.48,0.4697,0.59,0.4179,75,316,391,test
15874,28-10-2012,4,1,10,14,0,0,0,2,0.5,0.4848,0.59,0.4478,98,304,402,test
15875,28-10-2012,4,1,10,15,0,0,0,2,0.5,0.4848,0.63,0.4925,76,225,301,test
15876,28-10-2012,4,1,10,16,0,0,0,3,0.48,0.4697,0.67,0.4627,42,251,293,test
15877,28-10-2012,4,1,10,17,0,0,0,3,0.46,0.4545,0.77,0.5224,37,188,225,test
15878,28-10-2012,4,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,18,136,154,test
15879,28-10-2012,4,1,10,19,0,0,0,3,0.42,0.4242,0.94,0.3582,7,47,54,test
15880,28-10-2012,4,1,10,20,0,0,0,3,0.42,0.4242,0.94,0.4627,4,51,55,test
15881,28-10-2012,4,1,10,21,0,0,0,3,0.44,0.4394,0.88,0.4179,2,44,46,test
15882,28-10-2012,4,1,10,22,0,0,0,3,0.44,0.4394,0.88,0.3582,2,35,37,test
15883,28-10-2012,4,1,10,23,0,0,0,3,0.42,0.4242,0.94,0.3582,2,12,14,test
15884,29-10-2012,4,1,10,0,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,test
15885,30-10-2012,4,1,10,13,0,2,1,3,0.3,0.2727,0.81,0.3582,11,105,116,test
15886,30-10-2012,4,1,10,14,0,2,1,3,0.3,0.2727,0.81,0.3582,8,118,126,test
15887,30-10-2012,4,1,10,15,0,2,1,3,0.3,0.2879,0.87,0.2537,10,114,124,test
15888,30-10-2012,4,1,10,16,0,2,1,3,0.3,0.2879,0.87,0.2537,15,83,98,test
15889,30-10-2012,4,1,10,17,0,2,1,3,0.3,0.2879,0.87,0.2239,19,105,124,test
15890,30-10-2012,4,1,10,18,0,2,1,3,0.3,0.303,0.87,0.1343,4,139,143,test
15891,30-10-2012,4,1,10,19,0,2,1,2,0.5,0.4848,0.68,0.194,6,109,115,test
15892,30-10-2012,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,76,81,test
15893,30-10-2012,4,1,10,21,0,2,1,2,0.3,0.3182,0.87,0.1045,4,60,64,test
15894,30-10-2012,4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,2,64,66,test
15895,30-10-2012,4,1,10,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,36,39,test
15896,31-10-2012,4,1,10,0,0,3,1,2,0.3,0.3182,0.81,0.1045,0,16,16,test
15897,31-10-2012,4,1,10,1,0,3,1,2,0.3,0.3182,0.81,0.0896,0,8,8,test
15898,31-10-2012,4,1,10,2,0,3,1,2,0.3,0.303,0.81,0.1343,0,7,7,test
15899,31-10-2012,4,1,10,3,0,3,1,2,0.3,0.3182,0.81,0.1045,0,3,3,test
15900,31-10-2012,4,1,10,4,0,3,1,2,0.3,0.2879,0.87,0.194,0,5,5,test
15901,31-10-2012,4,1,10,5,0,3,1,2,0.3,0.303,0.81,0.1343,0,24,24,test
15902,31-10-2012,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,0,116,116,test
15903,31-10-2012,4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,3,334,337,test
15904,31-10-2012,4,1,10,8,0,3,1,1,0.32,0.3333,0.81,0.1343,6,615,621,test
15905,31-10-2012,4,1,10,9,0,3,1,1,0.34,0.3333,0.76,0.1343,17,280,297,test
15906,31-10-2012,4,1,10,10,0,3,1,1,0.36,0.3333,0.71,0.2836,21,147,168,test
15907,31-10-2012,4,1,10,11,0,3,1,2,0.36,0.3485,0.66,0.2239,37,152,189,test
15908,31-10-2012,4,1,10,12,0,3,1,1,0.4,0.4091,0.58,0.194,44,197,241,test
15909,31-10-2012,4,1,10,13,0,3,1,1,0.42,0.4242,0.5,0.2239,22,191,213,test
15910,31-10-2012,4,1,10,14,0,3,1,2,0.42,0.4242,0.5,0.2239,45,179,224,test
15911,31-10-2012,4,1,10,15,0,3,1,1,0.42,0.4242,0.54,0.1642,33,197,230,test
15912,31-10-2012,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424,test
15913,31-10-2012,4,1,10,17,0,3,1,2,0.4,0.4091,0.58,0.1642,39,684,723,test
15914,31-10-2012,4,1,10,18,0,3,1,2,0.4,0.4091,0.58,0.1642,28,556,584,test
15915,31-10-2012,4,1,10,19,0,3,1,2,0.4,0.4091,0.5,0.194,27,383,410,test
15916,31-10-2012,4,1,10,20,0,3,1,2,0.4,0.4091,0.5,0.194,9,259,268,test
15917,31-10-2012,4,1,10,21,0,3,1,2,0.4,0.4091,0.5,0.194,12,180,192,test
15918,31-10-2012,4,1,10,22,0,3,1,1,0.36,0.3485,0.57,0.1343,18,147,165,test
15919,31-10-2012,4,1,10,23,0,3,1,1,0.36,0.3636,0.57,0.0896,7,94,101,test
16375,20-11-2012,4,1,11,0,0,2,1,1,0.32,0.3333,0.7,0.1343,3,26,29,test
16376,20-11-2012,4,1,11,1,0,2,1,1,0.34,0.3485,0.66,0.1045,3,10,13,test
